4954,:)
3105,:D
1434,:(
1428,:p
1031,;)
980,<3
723,-_-
610,^^
505,:))
473,(^o^)
394,(:
321,(^^)
313,(**)
312,:'(
260,>
213,:')
210,(>_<)
200,-__-
187,(*^^*)
177,><
